number,pokemon_name,main_type,secondary_type,region,attack,defense,capture_rate,resistance,weakness,poss_attacks
459,Snover,Grass,Ice,Sinnoh,115,105,30%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fighting', 'Flying', 'Poison', 'Rock', 'Steel'], '256%': ['Fire']}","['Ice Shard', 'Powder Snow', 'Energy Ball', 'Ice Beam', 'Stomp']"
460,Abomasnow,Grass,Ice,Sinnoh,178,158,12.5%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fighting', 'Flying', 'Poison', 'Rock', 'Steel'], '256%': ['Fire']}","['Powder Snow', 'Razor Leaf', 'Blizzard', 'Energy Ball', 'Outrage', 'Weather Ball']"
461,Weavile,Dark,Ice,Sinnoh,243,171,15%,"{'62.5%': ['Dark', 'Ghost', 'Ice'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fire', 'Rock', 'Steel'], '256%': ['Fighting']}","['Feint Attack', 'Ice Shard', 'Snarl', 'Avalanche', 'Focus Blast', 'Foul Play']"
462,Magnezone,Electric,Steel,Sinnoh,238,205,12.5%,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}","['Charge Beam', 'Spark', 'Flash Cannon', 'Mirror Shot', 'Wild Charge', 'Zap Cannon']"
463,Lickilicky,Normal,,Sinnoh,161,181,15%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Lick', 'Zen Headbutt', 'Earthquake', 'Hyper Beam', 'Shadow Ball', 'Solar Beam', 'Body Slam']"
464,Rhyperior,Ground,Rock,Sinnoh,241,190,5%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}","['Mud-Slap', 'Smack Down', 'Earthquake', 'Skull Bash', 'Stone Edge', 'Superpower', 'Surf', 'Rock Wrecker']"
465,Tangrowth,Grass,,Sinnoh,207,184,15%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Infestation', 'Vine Whip', 'Ancient Power', 'Power Whip', 'Rock Slide', 'Sludge Bomb', 'Solar Beam']"
466,Electivire,Electric,,Sinnoh,249,163,15%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Low Kick', 'Thunder Shock', 'Ice Punch', 'Thunder', 'Thunder Punch', 'Wild Charge', 'Flamethrower']"
467,Magmortar,Fire,,Sinnoh,247,172,15%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Spin', 'Karate Chop', 'Brick Break', 'Fire Blast', 'Fire Punch', 'Psychic', 'Thunderbolt']"
468,Togekiss,Fairy,Flying,Sinnoh,225,217,1%,"{'62.5%': ['Dark', 'Grass'], '39%': ['Bug', 'Dragon', 'Fighting', 'Ground']}","{'160%': ['Electric', 'Ice', 'Poison', 'Rock', 'Steel']}","['Air Slash', 'Charm', 'Hidden Power', 'Aerial Ace', 'Ancient Power', 'Dazzling Gleam', 'Flamethrower']"
469,Yanmega,Bug,Flying,Sinnoh,231,156,17.5%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Bug Bite', 'Wing Attack', 'Aerial Ace', 'Ancient Power', 'Bug Buzz']"
470,Leafeon,Grass,,Sinnoh,216,219,12.5%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Quick Attack', 'Razor Leaf', 'Bullet Seed', 'Energy Ball', 'Leaf Blade', 'Solar Beam', 'Last Resort']"
471,Glaceon,Ice,,Sinnoh,238,205,12.5%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Frost Breath', 'Ice Shard', 'Avalanche', 'Ice Beam', 'Icy Wind', 'Last Resort', 'Water Pulse']"
472,Gliscor,Ground,Flying,Sinnoh,185,222,12.5%,"{'62.5%': ['Bug', 'Electric', 'Fighting', 'Poison'], '39%': ['Ground']}","{'160%': ['Water'], '256%': ['Ice']}","['Fury Cutter', 'Wing Attack', 'Aerial Ace', 'Earthquake', 'Night Slash', 'Sand Tomb']"
473,Mamoswine,Ice,Ground,Sinnoh,247,146,5%,"{'62.5%': ['Poison'], '39%': ['Electric']}","{'160%': ['Fighting', 'Fire', 'Grass', 'Steel', 'Water']}","['Mud-Slap', 'Powder Snow', 'Avalanche', 'Bulldoze', 'Stone Edge', 'Ancient Power']"
474,Porygon-Z,Normal,,Sinnoh,264,150,5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Charge Beam', 'Hidden Power', 'Lock-On', 'Blizzard', 'Hyper Beam', 'Solar Beam', 'Zap Cannon', 'Tri Attack']"
475,Gallade,Psychic,Fighting,Sinnoh,237,195,5%,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}","['Charm', 'Confusion', 'Low Kick', 'Close Combat', 'Leaf Blade', 'Psychic', 'Synchronoise']"
476,Probopass,Rock,Steel,Sinnoh,135,275,10%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Rock Throw', 'Spark', 'Magnet Bomb', 'Rock Slide', 'Thunderbolt']"
477,Dusknoir,Ghost,,Sinnoh,180,254,10%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Astonish', 'Hex', 'Dark Pulse', 'Ominous Wind', 'Psychic', 'Shadow Ball']"
478,Froslass,Ice,Ghost,Sinnoh,171,150,20%,"{'62.5%': ['Bug', 'Fighting', 'Ice', 'Poison'], '39%': ['Normal']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Rock', 'Steel']}","['Hex', 'Powder Snow', 'Avalanche', 'Crunch', 'Shadow Ball']"
479,Rotom,Electric,Ghost,Sinnoh,185,159,30%,"{'62.5%': ['Bug', 'Electric', 'Flying', 'Poison', 'Steel'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground']}","['Astonish', 'Thunder Shock', 'Ominous Wind', 'Thunder', 'Thunderbolt', 'Astonish', 'Thunder Shock', 'Overheat', 'Thunder', 'Thunderbolt', 'Astonish', 'Thunder Shock', 'Hydro Pump', 'Thunder', 'Thunderbolt', 'Astonish', 'Thunder Shock', 'Blizzard', 'Thunder', 'Thunderbolt', 'Air Slash', 'Astonish', 'Ominous Wind', 'Thunder', 'Thunderbolt', 'Astonish', 'Thunder Shock', 'Ominous Wind', 'Thunder', 'Thunderbolt']"
480,Uxie,Psychic,,Sinnoh,156,270,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Extrasensory', 'Future Sight', 'Swift', 'Thunder']"
481,Mesprit,Psychic,,Sinnoh,212,212,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Extrasensory', 'Blizzard', 'Future Sight', 'Swift']"
482,Azelf,Psychic,,Sinnoh,270,151,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Extrasensory', 'Fire Blast', 'Future Sight', 'Swift']"
483,Dialga,Steel,Dragon,Sinnoh,275,211,2%,"{'62.5%': ['Bug', 'Electric', 'Flying', 'Normal', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass', 'Poison']}","{'160%': ['Fighting', 'Ground']}","['Dragon Breath', 'Metal Claw', 'Draco Meteor', 'Iron Head', 'Thunder']"
484,Palkia,Water,Dragon,Sinnoh,280,215,2%,"{'62.5%': ['Steel'], '39%': ['Fire', 'Water']}","{'160%': ['Dragon', 'Fairy']}","['Dragon Breath', 'Dragon Tail', 'Aqua Tail', 'Draco Meteor', 'Fire Blast', 'Hydro Pump']"
485,Heatran,Fire,Steel,Sinnoh,251,213,2%,"{'62.5%': ['Dragon', 'Flying', 'Normal', 'Psychic'], '39%': ['Bug', 'Fairy', 'Grass', 'Ice', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Water'], '256%': ['Ground']}","['Bug Bite', 'Fire Spin', 'Fire Blast', 'Flamethrower', 'Iron Head', 'Stone Edge']"
486,Regigigas,Normal,,Sinnoh,287,210,2%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Hidden Power', 'Zen Headbutt', 'Focus Blast', 'Giga Impact', 'Thunder']"
487,Giratina,Ghost,Dragon,Sinnoh,187,225,2%,"{'62.5%': ['Bug', 'Electric', 'Fire', 'Grass', 'Poison', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}","['Dragon Breath', 'Shadow Claw', 'Ancient Power', 'Dragon Claw', 'Shadow Sneak', 'Dragon Tail', 'Shadow Claw', 'Dragon Pulse', 'Ominous Wind', 'Shadow Ball']"
488,Cresselia,Psychic,,Sinnoh,152,258,2%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Confusion', 'Psycho Cut', 'Aurora Beam', 'Future Sight', 'Moonblast', 'Grass Knot']"
489,Phione,Water,,Sinnoh,162,162,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Waterfall', 'Bubble Beam', 'Surf', 'Water Pulse']"
490,Manaphy,Water,,Sinnoh,210,210,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Waterfall', 'Bubble Beam', 'Psychic', 'Surf']"
491,Darkrai,Dark,,Sinnoh,285,198,N/A,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Feint Attack', 'Snarl', 'Dark Pulse', 'Focus Blast', 'Shadow Ball', 'Sludge Bomb']"
492,Shaymin,Grass,,Sinnoh,210,210,N/A,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Hidden Power', 'Zen Headbutt', 'Energy Ball', 'Grass Knot', 'Solar Beam']"
493,Arceus,Normal,,Sinnoh,238,238,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Iron Tail', 'Shadow Claw', 'Future Sight', 'Hyper Beam', 'Outrage']"
494,Victini,Psychic,Fire,Unova,210,210,N/A,"{'62.5%': ['Fairy', 'Fighting', 'Fire', 'Grass', 'Ice', 'Psychic', 'Steel']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}","['Confusion', 'Quick Attack', 'Focus Blast', 'Overheat', 'Psychic', 'V-create']"
495,Snivy,Grass,,Unova,88,107,20%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Tackle', 'Vine Whip', 'Energy Ball', 'Seed Bomb', 'Wrap']"
496,Servine,Grass,,Unova,122,152,10%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Iron Tail', 'Vine Whip', 'Grass Knot', 'Leaf Tornado', 'Wrap']"
497,Serperior,Grass,,Unova,161,204,5%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Iron Tail', 'Vine Whip', 'Aerial Ace', 'Grass Knot', 'Leaf Tornado', 'Frenzy Plant']"
498,Tepig,Fire,,Unova,115,85,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Tackle', 'Body Slam', 'Flame Charge', 'Flamethrower']"
499,Pignite,Fire,Fighting,Unova,173,106,10%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Ember', 'Tackle', 'Flame Charge', 'Flamethrower', 'Rock Tomb']"
500,Emboar,Fire,Fighting,Unova,235,127,5%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Ember', 'Low Kick', 'Flame Charge', 'Focus Blast', 'Heat Wave', 'Rock Slide', 'Blast Burn']"
501,Oshawott,Water,,Unova,117,85,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Tackle', 'Water Gun', 'Aqua Tail', 'Night Slash', 'Water Pulse']"
502,Dewott,Water,,Unova,159,116,10%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Fury Cutter', 'Water Gun', 'Aqua Tail', 'Water Pulse', 'X-Scissor']"
503,Samurott,Water,,Unova,212,157,5%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Fury Cutter', 'Waterfall', 'Blizzard', 'Hydro Pump', 'Megahorn', 'Razor Shell', 'Hydro Cannon']"
504,Patrat,Normal,,Unova,98,73,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Bite', 'Tackle', 'Dig', 'Grass Knot', 'Hyper Fang']"
505,Watchog,Normal,,Unova,165,139,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Bite', 'Low Kick', 'Crunch', 'Grass Knot', 'Hyper Fang']"
506,Lillipup,Normal,,Unova,107,86,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Tackle', 'Take Down', 'Dig', 'Rock Tomb', 'Thunderbolt']"
507,Herdier,Normal,,Unova,145,126,25%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Lick', 'Take Down', 'Dig', 'Play Rough', 'Thunderbolt']"
508,Stoutland,Normal,,Unova,206,182,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Ice Fang', 'Lick', 'Take Down', 'Crunch', 'Play Rough', 'Wild Charge']"
509,Purrloin,Dark,,Unova,98,73,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Scratch', 'Sucker Punch', 'Dark Pulse', 'Night Slash', 'Play Rough']"
510,Liepard,Dark,,Unova,187,106,20%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}","['Charm', 'Snarl', 'Dark Pulse', 'Gunk Shot', 'Payback', 'Play Rough']"
511,Pansage,Grass,,Unova,104,94,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Scratch', 'Vine Whip', 'Crunch', 'Energy Ball', 'Seed Bomb']"
512,Simisage,Grass,,Unova,206,133,20%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bite', 'Vine Whip', 'Crunch', 'Grass Knot', 'Solar Beam']"
513,Pansear,Fire,,Unova,104,94,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Spin', 'Scratch', 'Crunch', 'Flame Burst', 'Flame Charge']"
514,Simisear,Fire,,Unova,206,133,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Bite', 'Fire Spin', 'Crunch', 'Fire Blast', 'Flamethrower']"
515,Panpour,Water,,Unova,104,94,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Scratch', 'Water Gun', 'Crunch', 'Surf', 'Water Pulse']"
516,Simipour,Water,,Unova,206,133,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bite', 'Water Gun', 'Crunch', 'Hydro Pump', 'Surf']"
517,Munna,Psychic,,Unova,111,92,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charge Beam', 'Zen Headbutt', 'Dazzling Gleam', 'Psybeam', 'Psyshock']"
518,Musharna,Psychic,,Unova,183,166,20%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charge Beam', 'Zen Headbutt', 'Dazzling Gleam', 'Future Sight', 'Psyshock']"
519,Pidove,Normal,Flying,Unova,98,80,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Air Slash', 'Quick Attack', 'Aerial Ace', 'Air Cutter', 'Heat Wave']"
520,Tranquill,Normal,Flying,Unova,144,107,25%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Air Slash', 'Steel Wing', 'Aerial Ace', 'Heat Wave', 'Sky Attack']"
521,Unfezant,Normal,Flying,Unova,226,146,12.5%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Air Slash', 'Steel Wing', 'Heat Wave', 'Hyper Beam', 'Sky Attack']"
522,Blitzle,Electric,,Unova,118,64,30%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Quick Attack', 'Spark', 'Discharge', 'Flame Charge', 'Thunderbolt']"
523,Zebstrika,Electric,,Unova,211,136,10%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Low Kick', 'Spark', 'Discharge', 'Flame Charge', 'Wild Charge']"
524,Roggenrola,Rock,,Unova,121,110,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Smack Down', 'Tackle', 'Bulldoze', 'Rock Blast', 'Stone Edge']"
525,Boldore,Rock,,Unova,174,143,25%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Mud-Slap', 'Smack Down', 'Bulldoze', 'Rock Slide', 'Stone Edge']"
526,Gigalith,Rock,,Unova,226,201,12.5%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Mud-Slap', 'Smack Down', 'Heavy Slam', 'Rock Slide', 'Solar Beam', 'Superpower']"
527,Woobat,Psychic,Flying,Unova,107,85,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Air Slash', 'Confusion', 'Aerial Ace', 'Air Cutter', 'Psyshock']"
528,Swoobat,Psychic,Flying,Unova,161,119,20%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Air Slash', 'Confusion', 'Aerial Ace', 'Future Sight', 'Psychic']"
529,Drilbur,Ground,,Unova,154,85,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Mud-Slap', 'Scratch', 'Dig', 'Drill Run', 'Rock Tomb']"
530,Excadrill,Ground,Steel,Unova,255,129,20%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Steel'], '39%': ['Electric', 'Rock'], '24%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground', 'Water']}","['Metal Claw', 'Mud Shot', 'Mud-Slap', 'Drill Run', 'Earthquake', 'Iron Head', 'Rock Slide']"
531,Audino,Normal,,Unova,114,163,5%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Pound', 'Zen Headbutt', 'Dazzling Gleam', 'Disarming Voice', 'Hyper Beam']"
532,Timburr,Fighting,,Unova,134,87,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Pound', 'Brick Break', 'Low Sweep', 'Rock Tomb']"
533,Gurdurr,Fighting,,Unova,180,134,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Poison Jab', 'Brick Break', 'Low Sweep', 'Stone Edge']"
534,Conkeldurr,Fighting,,Unova,243,158,12.5%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Counter', 'Poison Jab', 'Dynamic Punch', 'Focus Blast', 'Stone Edge']"
535,Tympole,Water,,Unova,98,78,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Mud Shot', 'Mud Bomb', 'Sludge Wave', 'Water Pulse']"
536,Palpitoad,Water,Ground,Unova,128,109,25%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Bubble', 'Mud Shot', 'Earth Power', 'Sludge Wave', 'Water Pulse']"
537,Seismitoad,Water,Ground,Unova,188,150,12.5%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Bubble', 'Mud Shot', 'Earth Power', 'Muddy Water', 'Sludge Bomb']"
538,Throh,Fighting,,Unova,172,160,20%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Zen Headbutt', 'Body Slam', 'Focus Blast', 'Low Sweep']"
539,Sawk,Fighting,,Unova,231,153,20%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Low Kick', 'Poison Jab', 'Body Slam', 'Focus Blast', 'Low Sweep']"
540,Sewaddle,Bug,Grass,Unova,96,124,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}","['Bug Bite', 'Struggle Bug', 'Energy Ball', 'Seed Bomb', 'Silver Wind']"
541,Swadloon,Bug,Grass,Unova,115,162,25%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}","['Bug Bite', 'Struggle Bug', 'Bug Buzz', 'Energy Ball', 'Silver Wind']"
542,Leavanny,Bug,Grass,Unova,205,165,12.5%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}","['Bug Bite', 'Razor Leaf', 'Leaf Blade', 'Leaf Storm', 'Silver Wind', 'X-Scissor']"
543,Venipede,Bug,Poison,Unova,83,99,30%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}","['Bug Bite', 'Poison Sting', 'Gyro Ball', 'Signal Beam', 'Sludge Bomb']"
544,Whirlipede,Bug,Poison,Unova,100,173,15%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}","['Bug Bite', 'Poison Sting', 'Gyro Ball', 'Signal Beam', 'Sludge Bomb']"
545,Scolipede,Bug,Poison,Unova,203,175,20%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}","['Bug Bite', 'Poison Jab', 'Gyro Ball', 'Megahorn', 'Sludge Bomb', 'X-Scissor']"
546,Cottonee,Grass,Fairy,Unova,71,111,30%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}","['Charm', 'Razor Leaf', 'Energy Ball', 'Grass Knot', 'Seed Bomb']"
547,Whimsicott,Grass,Fairy,Unova,164,176,15%,"{'62.5%': ['Dark', 'Electric', 'Fighting', 'Grass', 'Ground', 'Water'], '39%': ['Dragon']}","{'160%': ['Fire', 'Flying', 'Ice', 'Steel'], '256%': ['Poison']}","['Charm', 'Razor Leaf', 'Grass Knot', 'Hurricane', 'Moonblast']"
548,Petilil,Grass,,Unova,119,91,30%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Charm', 'Hidden Power', 'Energy Ball', 'Seed Bomb']"
549,Lilligant,Grass,,Unova,214,155,15%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Charm', 'Hidden Power', 'Hyper Beam', 'Petal Blizzard', 'Solar Beam']"
550,Basculin,Water,,Unova,189,129,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Tackle', 'Water Gun', 'Aqua Jet', 'Aqua Tail', 'Muddy Water']"
551,Sandile,Ground,Dark,Unova,132,69,50%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}","['Bite', 'Mud-Slap', 'Bulldoze', 'Crunch', 'Dig']"
552,Krokorok,Ground,Dark,Unova,155,90,25%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}","['Bite', 'Mud-Slap', 'Bulldoze', 'Crunch', 'Earthquake']"
553,Krookodile,Ground,Dark,Unova,229,158,12.5%,"{'62.5%': ['Dark', 'Ghost', 'Poison', 'Rock'], '39%': ['Electric', 'Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Ice', 'Water']}","['Mud-Slap', 'Snarl', 'Crunch', 'Earthquake', 'Outrage']"
554,Darumaka,Fire,,Unova,153,86,30%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Fire Fang', 'Tackle', 'Fire Punch', 'Flame Charge', 'Ice Fang', 'Tackle', 'Ice Beam', 'Ice Punch']"
